Paradigm,Class,Lemma,Stem,PersPoss,Dim,Poss,Pej,Pret,Basic,Form1Surface,Form1Split,Form1Source,Form2Surface,Form2Split,Form2Source
NID,NID_Cy,disy,disy2,2PlPoss,Dim,NONE,NONE,NONE,Loc,gidisiinsiwaang,g<<disy2>>iinsiwaang,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgProxPoss,Dim,NONE,NONE,NONE,Loc,odisiinsing,w<<disy2>>iinsing,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlProxPoss,Dim,NONE,NONE,NONE,Loc,odisiinsiwaang,w<<disy2>>iinsiwaang,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgObvPoss,Dim,NONE,NONE,NONE,Loc,odisiinsining,w<<disy2>>iinsining,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlObvPoss,Dim,NONE,NONE,NONE,Loc,odisiinsining,w<<disy2>>iinsining,GUESS
NID,NID_Cy,disy,disy2,1SgPoss,Dim,Poss,NONE,NONE,Pl,nidisiinsiman,n<<disy2>>iinsiman,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,ExclPoss,Dim,Poss,NONE,NONE,Pl,nidisiinsiminaanin,n<<disy2>>iinsiminaanin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,InclPoss,Dim,Poss,NONE,NONE,Pl,gidisiinsiminaanin,g<<disy2>>iinsiminaanin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2SgPoss,Dim,Poss,NONE,NONE,Pl,gidisiinsiman,g<<disy2>>iinsiman,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2PlPoss,Dim,Poss,NONE,NONE,Pl,gidisiinsimiwaan,g<<disy2>>iinsimiwaan,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgProxPoss,Dim,Poss,NONE,NONE,Pl,odisiinsiman,w<<disy2>>iinsiman,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlProxPoss,Dim,Poss,NONE,NONE,Pl,odisiinsimiwaan,w<<disy2>>iinsimiwaan,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgObvPoss,Dim,Poss,NONE,NONE,Pl,odisiinsimini,w<<disy2>>iinsiminiw1,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlObvPoss,Dim,Poss,NONE,NONE,Pl,odisiinsimini,w<<disy2>>iinsiminiw1,GUESS
NID,NID_Cy,disy,disy2,1SgPoss,Dim,Poss,NONE,NONE,Sg,nidisiinsim,n<<disy2>>iinsim,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,ExclPoss,Dim,Poss,NONE,NONE,Sg,nidisiinsiminaan,n<<disy2>>iinsiminaan,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,InclPoss,Dim,Poss,NONE,NONE,Sg,gidisiinsiminaan,g<<disy2>>iinsiminaan,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2SgPoss,Dim,Poss,NONE,NONE,Sg,gidisiinsim,g<<disy2>>iinsim,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2PlPoss,Dim,Poss,NONE,NONE,Sg,gidisiinsimiwaa,g<<disy2>>iinsimiwaa,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgProxPoss,Dim,Poss,NONE,NONE,Sg,odisiinsim,w<<disy2>>iinsim,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlProxPoss,Dim,Poss,NONE,NONE,Sg,odisiinsimiwaa,w<<disy2>>iinsimiwaa,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgObvPoss,Dim,Poss,NONE,NONE,Sg,odisiinsimini,w<<disy2>>iinsiminiw1,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlObvPoss,Dim,Poss,NONE,NONE,Sg,odisiinsimini,w<<disy2>>iinsiminiw1,GUESS
NID,NID_Cy,disy,disy2,1SgPoss,Dim,Poss,NONE,NONE,Loc,nidisiinsiming,n<<disy2>>iinsiming,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,ExclPoss,Dim,Poss,NONE,NONE,Loc,nidisiinsiminaang,n<<disy2>>iinsiminaang,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,InclPoss,Dim,Poss,NONE,NONE,Loc,gidisiinsiminaang,g<<disy2>>iinsiminaang,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2SgPoss,Dim,Poss,NONE,NONE,Loc,gidisiinsiming,g<<disy2>>iinsiming,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2PlPoss,Dim,Poss,NONE,NONE,Loc,gidisiinsimiwaang,g<<disy2>>iinsimiwaang,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgProxPoss,Dim,Poss,NONE,NONE,Loc,odisiinsiming,w<<disy2>>iinsiming,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlProxPoss,Dim,Poss,NONE,NONE,Loc,odisiinsimiwaang,w<<disy2>>iinsimiwaang,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgObvPoss,Dim,Poss,NONE,NONE,Loc,odisiinsimining,w<<disy2>>iinsimining,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlObvPoss,Dim,Poss,NONE,NONE,Loc,odisiinsimining,w<<disy2>>iinsimining,GUESS
NID,NID_Cy,disy,disy2,1SgPoss,NONE,NONE,Pej,NONE,Pl,nidisiishan,n<<disy2>>iishan,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,ExclPoss,NONE,NONE,Pej,NONE,Pl,nidisiishinaanin,n<<disy2>>iishinaanin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,InclPoss,NONE,NONE,Pej,NONE,Pl,gidisiishinaanin,g<<disy2>>iishinaanin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2SgPoss,NONE,NONE,Pej,NONE,Pl,gidisiishan,g<<disy2>>iishan,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2PlPoss,NONE,NONE,Pej,NONE,Pl,gidisiishiwaan,g<<disy2>>iishiwaan,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgProxPoss,NONE,NONE,Pej,NONE,Pl,odisiishan,w<<disy2>>iishan,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlProxPoss,NONE,NONE,Pej,NONE,Pl,odisiishiwaan,w<<disy2>>iishiwaan,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgObvPoss,NONE,NONE,Pej,NONE,Pl,odisiishini,w<<disy2>>iishiniw1,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlObvPoss,NONE,NONE,Pej,NONE,Pl,odisiishini,w<<disy2>>iishiniw1,GUESS
NID,NID_Cy,disy,disy2,1SgPoss,NONE,NONE,Pej,NONE,Sg,nidisiish,n<<disy2>>iish,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,ExclPoss,NONE,NONE,Pej,NONE,Sg,nidisiishinaan,n<<disy2>>iishinaan,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,InclPoss,NONE,NONE,Pej,NONE,Sg,gidisiishinaan,g<<disy2>>iishinaan,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2SgPoss,NONE,NONE,Pej,NONE,Sg,gidisiish,g<<disy2>>iish,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2PlPoss,NONE,NONE,Pej,NONE,Sg,gidisiishiwaa,g<<disy2>>iishiwaa,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgProxPoss,NONE,NONE,Pej,NONE,Sg,odisiish,w<<disy2>>iish,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlProxPoss,NONE,NONE,Pej,NONE,Sg,odisiishiwaa,w<<disy2>>iishiwaa,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgObvPoss,NONE,NONE,Pej,NONE,Sg,odisiishini,w<<disy2>>iishiniw1,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlObvPoss,NONE,NONE,Pej,NONE,Sg,odisiishini,w<<disy2>>iishiniw1,GUESS
NID,NID_Cy,disy,disy2,1SgPoss,NONE,NONE,Pej,NONE,Loc,nidisiishing,n<<disy2>>iishing,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,ExclPoss,NONE,NONE,Pej,NONE,Loc,nidisiishinaang,n<<disy2>>iishinaang,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,InclPoss,NONE,NONE,Pej,NONE,Loc,gidisiishinaang,g<<disy2>>iishinaang,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2SgPoss,NONE,NONE,Pej,NONE,Loc,gidisiishing,g<<disy2>>iishing,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2PlPoss,NONE,NONE,Pej,NONE,Loc,gidisiishiwaang,g<<disy2>>iishiwaang,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgProxPoss,NONE,NONE,Pej,NONE,Loc,odisiishing,w<<disy2>>iishing,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlProxPoss,NONE,NONE,Pej,NONE,Loc,odisiishiwaang,w<<disy2>>iishiwaang,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgObvPoss,NONE,NONE,Pej,NONE,Loc,odisiishining,w<<disy2>>iishining,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlObvPoss,NONE,NONE,Pej,NONE,Loc,odisiishining,w<<disy2>>iishining,GUESS
NID,NID_Cy,disy,disy2,1SgPoss,NONE,Poss,Pej,NONE,Pl,nidisiimishan,n<<disy2>>iimishan,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,ExclPoss,NONE,Poss,Pej,NONE,Pl,nidisiimishinaanin,n<<disy2>>iimishinaanin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,InclPoss,NONE,Poss,Pej,NONE,Pl,gidisiimishinaanin,g<<disy2>>iimishinaanin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2SgPoss,NONE,Poss,Pej,NONE,Pl,gidisiimishan,g<<disy2>>iimishan,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2PlPoss,NONE,Poss,Pej,NONE,Pl,gidisiimishiwaan,g<<disy2>>iimishiwaan,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgProxPoss,NONE,Poss,Pej,NONE,Pl,odisiimishan,w<<disy2>>iimishan,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlProxPoss,NONE,Poss,Pej,NONE,Pl,odisiimishiwaan,w<<disy2>>iimishiwaan,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgObvPoss,NONE,Poss,Pej,NONE,Pl,odisiimishini,w<<disy2>>iimishiniw1,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlObvPoss,NONE,Poss,Pej,NONE,Pl,odisiimishini,w<<disy2>>iimishiniw1,GUESS
NID,NID_Cy,disy,disy2,1SgPoss,NONE,Poss,Pej,NONE,Sg,nidisiimish,n<<disy2>>iimish,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,ExclPoss,NONE,Poss,Pej,NONE,Sg,nidisiimishinaan,n<<disy2>>iimishinaan,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,InclPoss,NONE,Poss,Pej,NONE,Sg,gidisiimishinaan,g<<disy2>>iimishinaan,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2SgPoss,NONE,Poss,Pej,NONE,Sg,gidisiimish,g<<disy2>>iimish,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2PlPoss,NONE,Poss,Pej,NONE,Sg,gidisiimishiwaa,g<<disy2>>iimishiwaa,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgProxPoss,NONE,Poss,Pej,NONE,Sg,odisiimish,w<<disy2>>iimish,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlProxPoss,NONE,Poss,Pej,NONE,Sg,odisiimishiwaa,w<<disy2>>iimishiwaa,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgObvPoss,NONE,Poss,Pej,NONE,Sg,odisiimishini,w<<disy2>>iimishiniw1,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlObvPoss,NONE,Poss,Pej,NONE,Sg,odisiimishini,w<<disy2>>iimishiniw1,GUESS
NID,NID_Cy,disy,disy2,1SgPoss,NONE,Poss,Pej,NONE,Loc,nidisiimishing,n<<disy2>>iimishing,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,ExclPoss,NONE,Poss,Pej,NONE,Loc,nidisiimishinaang,n<<disy2>>iimishinaang,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,InclPoss,NONE,Poss,Pej,NONE,Loc,gidisiimishinaang,g<<disy2>>iimishinaang,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2SgPoss,NONE,Poss,Pej,NONE,Loc,gidisiimishing,g<<disy2>>iimishing,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2PlPoss,NONE,Poss,Pej,NONE,Loc,gidisiimishiwaang,g<<disy2>>iimishiwaang,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgProxPoss,NONE,Poss,Pej,NONE,Loc,odisiimishing,w<<disy2>>iimishing,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlProxPoss,NONE,Poss,Pej,NONE,Loc,odisiimishiwaang,w<<disy2>>iimishiwaang,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgObvPoss,NONE,Poss,Pej,NONE,Loc,odisiimishining,w<<disy2>>iimishining,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlObvPoss,NONE,Poss,Pej,NONE,Loc,odisiimishining,w<<disy2>>iimishining,GUESS
NID,NID_Cy,disy,disy2,1SgPoss,NONE,NONE,NONE,Pret,Pl,nidisiibaniin,n<<disy2>>iibaniin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,ExclPoss,NONE,NONE,NONE,Pret,Pl,nidisiinaabaniin,n<<disy2>>iinaabaniin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,InclPoss,NONE,NONE,NONE,Pret,Pl,gidisiinaabaniin,g<<disy2>>iinaabaniin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2SgPoss,NONE,NONE,NONE,Pret,Pl,gidisiibaniin,g<<disy2>>iibaniin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2PlPoss,NONE,NONE,NONE,Pret,Pl,gidisiiwaabaniin,g<<disy2>>iiwaabaniin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgProxPoss,NONE,NONE,NONE,Pret,Pl,odisiibaniin,w<<disy2>>iibaniin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlProxPoss,NONE,NONE,NONE,Pret,Pl,odisiiwaabaniin,w<<disy2>>iiwaabaniin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgObvPoss,NONE,NONE,NONE,Pret,Pl,odisiiniban,w<<disy2>>iiniban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlObvPoss,NONE,NONE,NONE,Pret,Pl,odisiiniban,w<<disy2>>iiniban,GUESS
NID,NID_Cy,disy,disy2,1SgPoss,NONE,NONE,NONE,Pret,Sg,nidisiiban,n<<disy2>>iiban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,ExclPoss,NONE,NONE,NONE,Pret,Sg,nidisiinaaban,n<<disy2>>iinaaban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,InclPoss,NONE,NONE,NONE,Pret,Sg,gidisiinaaban,g<<disy2>>iinaaban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2SgPoss,NONE,NONE,NONE,Pret,Sg,gidisiiban,g<<disy2>>iiban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2PlPoss,NONE,NONE,NONE,Pret,Sg,gidisiiwaaban,g<<disy2>>iiwaaban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgProxPoss,NONE,NONE,NONE,Pret,Sg,odisiiban,w<<disy2>>iiban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlProxPoss,NONE,NONE,NONE,Pret,Sg,odisiiwaaban,w<<disy2>>iiwaaban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgObvPoss,NONE,NONE,NONE,Pret,Sg,odisiiniban,w<<disy2>>iiniban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlObvPoss,NONE,NONE,NONE,Pret,Sg,odisiiniban,w<<disy2>>iiniban,GUESS
NID,NID_Cy,disy,disy2,1SgPoss,NONE,Poss,NONE,Pret,Pl,nidisiimibaniin,n<<disy2>>iimibaniin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,ExclPoss,NONE,Poss,NONE,Pret,Pl,nidisiiminaabaniin,n<<disy2>>iiminaabaniin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,InclPoss,NONE,Poss,NONE,Pret,Pl,gidisiiminaabaniin,g<<disy2>>iiminaabaniin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2SgPoss,NONE,Poss,NONE,Pret,Pl,gidisiimibaniin,g<<disy2>>iimibaniin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2PlPoss,NONE,Poss,NONE,Pret,Pl,gidisiimiwaabaniin,g<<disy2>>iimiwaabaniin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgProxPoss,NONE,Poss,NONE,Pret,Pl,odisiimibaniin,w<<disy2>>iimibaniin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlProxPoss,NONE,Poss,NONE,Pret,Pl,odisiimiwaabaniin,w<<disy2>>iimiwaabaniin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgObvPoss,NONE,Poss,NONE,Pret,Pl,odisiiminiban,w<<disy2>>iiminiban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlObvPoss,NONE,Poss,NONE,Pret,Pl,odisiiminiban,w<<disy2>>iiminiban,GUESS
NID,NID_Cy,disy,disy2,1SgPoss,NONE,Poss,NONE,Pret,Sg,nidisiimiban,n<<disy2>>iimiban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,ExclPoss,NONE,Poss,NONE,Pret,Sg,nidisiiminaaban,n<<disy2>>iiminaaban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,InclPoss,NONE,Poss,NONE,Pret,Sg,gidisiiminaaban,g<<disy2>>iiminaaban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2SgPoss,NONE,Poss,NONE,Pret,Sg,gidisiimiban,g<<disy2>>iimiban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2PlPoss,NONE,Poss,NONE,Pret,Sg,gidisiimiwaaban,g<<disy2>>iimiwaaban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgProxPoss,NONE,Poss,NONE,Pret,Sg,odisiimiban,w<<disy2>>iimiban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlProxPoss,NONE,Poss,NONE,Pret,Sg,odisiimiwaaban,w<<disy2>>iimiwaaban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgObvPoss,NONE,Poss,NONE,Pret,Sg,odisiiminiban,w<<disy2>>iiminiban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlObvPoss,NONE,Poss,NONE,Pret,Sg,odisiiminiban,w<<disy2>>iiminiban,GUESS
NID,NID_Cy,disy,disy2,1SgPoss,Dim,NONE,NONE,Pret,Pl,nidisiinsibaniin,n<<disy2>>iinsibaniin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,ExclPoss,Dim,NONE,NONE,Pret,Pl,nidisiinsinaabaniin,n<<disy2>>iinsinaabaniin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,InclPoss,Dim,NONE,NONE,Pret,Pl,gidisiinsinaabaniin,g<<disy2>>iinsinaabaniin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2SgPoss,Dim,NONE,NONE,Pret,Pl,gidisiinsibaniin,g<<disy2>>iinsibaniin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2PlPoss,Dim,NONE,NONE,Pret,Pl,gidisiinsiwaabaniin,g<<disy2>>iinsiwaabaniin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgProxPoss,Dim,NONE,NONE,Pret,Pl,odisiinsibaniin,w<<disy2>>iinsibaniin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlProxPoss,Dim,NONE,NONE,Pret,Pl,odisiinsiwaabaniin,w<<disy2>>iinsiwaabaniin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgObvPoss,Dim,NONE,NONE,Pret,Pl,odisiinsiniban,w<<disy2>>iinsiniban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlObvPoss,Dim,NONE,NONE,Pret,Pl,odisiinsiniban,w<<disy2>>iinsiniban,GUESS
NID,NID_Cy,disy,disy2,1SgPoss,Dim,NONE,NONE,Pret,Sg,nidisiinsiban,n<<disy2>>iinsiban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,ExclPoss,Dim,NONE,NONE,Pret,Sg,nidisiinsinaaban,n<<disy2>>iinsinaaban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,InclPoss,Dim,NONE,NONE,Pret,Sg,gidisiinsinaaban,g<<disy2>>iinsinaaban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2SgPoss,Dim,NONE,NONE,Pret,Sg,gidisiinsiban,g<<disy2>>iinsiban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2PlPoss,Dim,NONE,NONE,Pret,Sg,gidisiinsiwaaban,g<<disy2>>iinsiwaaban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgProxPoss,Dim,NONE,NONE,Pret,Sg,odisiinsiban,w<<disy2>>iinsiban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlProxPoss,Dim,NONE,NONE,Pret,Sg,odisiinsiwaaban,w<<disy2>>iinsiwaaban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgObvPoss,Dim,NONE,NONE,Pret,Sg,odisiinsiniban,w<<disy2>>iinsiniban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlObvPoss,Dim,NONE,NONE,Pret,Sg,odisiinsiniban,w<<disy2>>iinsiniban,GUESS
NID,NID_Cy,disy,disy2,1SgPoss,Dim,Poss,NONE,Pret,Pl,nidisiinsimibaniin,n<<disy2>>iinsimibaniin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,ExclPoss,Dim,Poss,NONE,Pret,Pl,nidisiinsiminaabaniin,n<<disy2>>iinsiminaabaniin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,InclPoss,Dim,Poss,NONE,Pret,Pl,gidisiinsiminaabaniin,g<<disy2>>iinsiminaabaniin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2SgPoss,Dim,Poss,NONE,Pret,Pl,gidisiinsimibaniin,g<<disy2>>iinsimibaniin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2PlPoss,Dim,Poss,NONE,Pret,Pl,gidisiinsimiwaabaniin,g<<disy2>>iinsimiwaabaniin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgProxPoss,Dim,Poss,NONE,Pret,Pl,odisiinsimibaniin,w<<disy2>>iinsimibaniin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlProxPoss,Dim,Poss,NONE,Pret,Pl,odisiinsimiwaabaniin,w<<disy2>>iinsimiwaabaniin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgObvPoss,Dim,Poss,NONE,Pret,Pl,odisiinsiminiban,w<<disy2>>iinsiminiban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlObvPoss,Dim,Poss,NONE,Pret,Pl,odisiinsiminiban,w<<disy2>>iinsiminiban,GUESS
NID,NID_Cy,disy,disy2,1SgPoss,Dim,Poss,NONE,Pret,Sg,nidisiinsimiban,n<<disy2>>iinsimiban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,ExclPoss,Dim,Poss,NONE,Pret,Sg,nidisiinsiminaaban,n<<disy2>>iinsiminaaban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,InclPoss,Dim,Poss,NONE,Pret,Sg,gidisiinsiminaaban,g<<disy2>>iinsiminaaban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2SgPoss,Dim,Poss,NONE,Pret,Sg,gidisiinsimiban,g<<disy2>>iinsimiban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2PlPoss,Dim,Poss,NONE,Pret,Sg,gidisiinsimiwaaban,g<<disy2>>iinsimiwaaban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgProxPoss,Dim,Poss,NONE,Pret,Sg,odisiinsimiban,w<<disy2>>iinsimiban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlProxPoss,Dim,Poss,NONE,Pret,Sg,odisiinsimiwaaban,w<<disy2>>iinsimiwaaban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgObvPoss,Dim,Poss,NONE,Pret,Sg,odisiinsiminiban,w<<disy2>>iinsiminiban,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlObvPoss,Dim,Poss,NONE,Pret,Sg,odisiinsiminiban,w<<disy2>>iinsiminiban,GUESS
NID,NID_Cy,disy,disy2,1SgPoss,Dim,NONE,Pej,NONE,Pl,nidisiinzhishan,n<<disy2>>iinzhishan,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,ExclPoss,Dim,NONE,Pej,NONE,Pl,nidisiinzhishinaanin,n<<disy2>>iinzhishinaanin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,InclPoss,Dim,NONE,Pej,NONE,Pl,gidisiinzhishinaanin,g<<disy2>>iinzhishinaanin,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2SgPoss,Dim,NONE,Pej,NONE,Pl,gidisiinzhishan,g<<disy2>>iinzhishan,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2PlPoss,Dim,NONE,Pej,NONE,Pl,gidisiinzhishiwaan,g<<disy2>>iinzhishiwaan,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgProxPoss,Dim,NONE,Pej,NONE,Pl,odisiinzhishan,w<<disy2>>iinzhishan,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlProxPoss,Dim,NONE,Pej,NONE,Pl,odisiinzhishiwaan,w<<disy2>>iinzhishiwaan,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3SgObvPoss,Dim,NONE,Pej,NONE,Pl,odisiinzhishini,w<<disy2>>iinzhishiniw1,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,3PlObvPoss,Dim,NONE,Pej,NONE,Pl,odisiinzhishini,w<<disy2>>iinzhishiniw1,GUESS
NID,NID_Cy,disy,disy2,1SgPoss,Dim,NONE,Pej,NONE,Sg,nidisiinzhish,n<<disy2>>iinzhish,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,ExclPoss,Dim,NONE,Pej,NONE,Sg,nidisiinzhishinaan,n<<disy2>>iinzhishinaan,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,InclPoss,Dim,NONE,Pej,NONE,Sg,gidisiinzhishinaan,g<<disy2>>iinzhishinaan,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2SgPoss,Dim,NONE,Pej,NONE,Sg,gidisiinzhish,g<<disy2>>iinzhish,JDN-2010-Nouns
NID,NID_Cy,disy,disy2,2PlPoss,Dim,NONE,Pej,NONE,Sg,gidisiinzhishiwaa,g<<disy2>>iinzhishiwaa,JDN-2010-Nouns
